periodos,26,Recursos,1309,positions,1093,jobs,1000
243.1,243,1,26,Gap,G,0,0,0,0,26,0.0,7426.740879999999,7426.740879999999,0
244.1,244,1,26,812,T,1,5,4,22,4,71.46723599999996,1143.4757760000002,1214.9430120000002,64.028503
244.2,244,1,26,396,Q,6,6,0,21,5,34.28859200000011,1429.3447200000003,1463.6333120000004,66.711408
244.3,244,1,26,477,Q,8,8,0,19,7,33.654945,2001.0826080000004,2034.7375530000004,67.345055
245.1,245,1,26,149,Q,1,1,0,26,0,29.529200000000003,0.0,29.529200000000003,71.4708
246.1,246,1,26,1161,Q,1,1,0,26,0,28.486851,0.0,28.486851,72.513149
247.1,247,1,26,107,Q,1,1,0,26,0,32.939463,0.0,32.939463,68.060537
248.1,248,1,26,Hire,H,0,6,5,21,5,142.38138400000003,1423.8138400000003,1566.1952240000003,0
249.1,249,1,26,Gap,G,0,0,0,0,26,0.0,7429.547215999999,7429.547215999999,0
250.1,250,1,26,Gap,G,0,0,0,0,26,0.0,7424.569151999999,7424.569151999999,0
251.1,251,1,26,932,Q,1,1,0,26,0,25.393479999999997,0.0,25.393479999999997,75.60652
252.1,252,1,26,335,Q,1,1,0,26,0,31.242486999999997,0.0,31.242486999999997,69.757513
253.1,253,1,26,677,Q,1,1,0,26,0,18.951612999999995,0.0,18.951612999999995,82.048387
254.1,254,1,26,Gap,G,0,0,0,0,26,0.0,7403.420751999999,7403.420751999999,0
255.1,255,1,26,Gap,G,0,0,0,0,26,0.0,7418.271952000001,7418.271952000001,0
256.1,256,1,26,404,Q,1,1,0,26,0,20.014334000000005,0.0,20.014334000000005,80.985666
257.1,257,19,8,80,Q,1,19,0,8,0,10.590080999999998,0.0,10.590080999999998,90.409919
258.1,258,1,26,544,Q,25,25,0,2,24,28.413327999999638,6844.051200000001,6872.464528,72.586672
259.1,259,1,26,Hire,H,0,5,4,22,4,142.91128400000002,1143.2902720000002,1286.2015560000002,0
260.1,260,2,25,673,Q,1,2,0,25,0,30.434918999999994,0.0,30.434918999999994,70.565081
261.1,261,1,26,63,Q,22,22,0,5,21,34.04532899999958,5987.19492,6021.2402489999995,66.954671
261.2,261,1,26,724,Q,24,24,0,3,23,35.6380650000001,6557.40396,6593.042025,65.361935
261.3,261,1,26,Gap,G,0,0,0,0,26,0.0,7412.717519999999,7412.717519999999,0
263.1,263,1,26,Gap,G,0,0,0,0,26,0.0,7388.745519999999,7388.745519999999,0
264.1,264,26,1,1274,Q,22,26,0,1,0,27.941907,0.0,27.941907,73.058093
265.1,265,1,26,926,Q,1,1,0,26,0,24.092333999999994,0.0,24.092333999999994,76.907666
266.1,266,1,26,192,Q,1,1,0,26,0,34.839127000000005,0.0,34.839127000000005,66.160873
267.1,267,6,21,346,Q,15,15,0,12,9,26.94787600000018,2537.3900160000003,2564.3378920000005,74.052124
268.1,268,1,26,1043,Q,1,1,0,26,0,35.235721999999996,0.0,35.235721999999996,65.764278
270.1,270,1,26,564,Q,1,1,0,26,0,22.954021999999995,0.0,22.954021999999995,78.045978
271.1,271,1,26,483,Q,1,1,0,26,0,34.942102000000006,0.0,34.942102000000006,66.057898
272.1,272,1,26,1298,Q,1,1,0,26,0,21.346985000000004,0.0,21.346985000000004,79.653015
273.1,273,1,26,1220,Q,26,26,0,1,25,32.17228200000045,7134.218400000001,7166.390682000001,68.827718
274.1,274,1,26,830,Q,1,1,0,26,0,24.478666000000004,0.0,24.478666000000004,76.521334
275.1,275,1,26,805,Q,1,1,0,26,0,27.916168,0.0,27.916168,73.083832
276.1,276,1,26,1132,Q,1,1,0,26,0,23.100015999999997,0.0,23.100015999999997,77.899984
277.1,277,1,26,927,Q,1,1,0,26,0,31.712174000000005,0.0,31.712174000000005,69.287826
278.1,278,1,26,1046,Q,1,1,0,26,0,23.641464,0.0,23.641464,77.358536
279.1,279,1,26,54,T,1,3,2,24,2,71.54872599999999,572.3898079999999,643.9385339999999,63.865697
280.1,280,1,26,1191,Q,1,1,0,26,0,25.216313,0.0,25.216313,75.783687
280.2,280,1,26,1019,Q,1,1,0,26,0,26.334187999999997,0.0,26.334187999999997,74.665812
280.3,280,1,26,351,Q,1,1,0,26,0,28.254506000000006,0.0,28.254506000000006,72.745494
281.1,281,1,26,1051,Q,1,1,0,26,0,13.643006999999997,0.0,13.643006999999997,87.356993
282.1,282,1,26,Gap,G,0,0,0,0,26,0.0,7432.516624000001,7432.516624000001,0
283.1,283,1,26,Gap,G,0,0,0,0,26,0.0,7415.783855999999,7415.783855999999,0
284.1,284,1,26,Gap,G,0,0,0,0,26,0.0,6041.758735999999,6041.758735999999,0
285.1,285,1,26,Gap,G,0,0,0,0,26,0.0,7422.926992000001,7422.926992000001,0
286.1,286,1,26,1170,Q,1,1,0,26,0,24.235206000000005,0.0,24.235206000000005,76.764794
286.2,286,1,26,592,Q,1,1,0,26,0,25.958506999999997,0.0,25.958506999999997,75.041493
287.1,287,1,26,1023,Q,1,1,0,26,0,22.830945,0.0,22.830945,78.169055
288.1,288,1,26,Hire,H,0,6,5,21,5,142.95245999999997,1429.5245999999997,1572.4770599999997,0
289.1,289,1,26,1134,Q,1,1,0,26,0,25.507976999999997,0.0,25.507976999999997,75.492023
290.1,290,1,26,369,Q,1,1,0,26,0,14.323933999999994,0.0,14.323933999999994,86.676066
290.2,290,1,26,472,Q,1,1,0,26,0,15.029419000000004,0.0,15.029419000000004,85.970581
291.1,291,1,26,1227,Q,1,1,0,26,0,25.396642999999997,0.0,25.396642999999997,75.603357
292.1,292,1,26,1287,Q,1,1,0,26,0,26.462323999999995,0.0,26.462323999999995,74.537676
293.1,293,1,26,770,T,18,19,1,8,18,71.47577600000022,5146.255872,5217.731648,64.603517
294.1,294,1,26,217,Q,1,1,0,26,0,31.123988999999995,0.0,31.123988999999995,69.876011
295.1,295,1,26,729,Q,1,1,0,26,0,30.140095000000002,0.0,30.140095000000002,70.859905
296.1,296,1,26,417,Q,1,1,0,26,0,18.487741,0.0,18.487741,82.512259
297.1,297,1,26,1261,Q,1,1,0,26,0,26.047703,0.0,26.047703,74.952297
298.1,298,1,26,Gap,G,0,0,0,0,26,0.0,7434.738063999999,7434.738063999999,0
299.1,299,1,26,348,Q,1,1,0,26,0,26.22426,0.0,26.22426,74.77574
300.1,300,1,26,774,Q,1,1,0,26,0,22.037298000000007,0.0,22.037298000000007,78.962702
301.1,301,1,26,451,Q,1,1,0,26,0,20.136019000000005,0.0,20.136019000000005,80.863981
302.1,302,1,26,866,Q,1,1,0,26,0,29.003743999999998,0.0,29.003743999999998,71.996256
303.1,303,1,26,513,Q,1,1,0,26,0,30.220316999999994,0.0,30.220316999999994,70.779683
304.1,304,1,26,291,Q,1,1,0,26,0,32.374375,0.0,32.374375,68.625625
305.1,305,1,26,Hire,H,0,6,5,21,5,142.17069199999992,1421.7069199999996,1563.8776119999995,0
306.1,306,1,26,1290,Q,1,1,0,26,0,28.349566999999993,0.0,28.349566999999993,72.650433
307.1,307,1,26,434,Q,1,1,0,26,0,20.529544,0.0,20.529544,80.470456
308.1,308,1,26,485,Q,1,1,0,26,0,15.123586000000003,0.0,15.123586000000003,85.876414
309.1,309,1,26,902,T,1,3,2,24,2,71.51081199999999,572.0864959999999,643.5973079999999,63.514561
310.1,310,1,26,727,Q,1,1,0,26,0,32.12809300000001,0.0,32.12809300000001,68.871907
311.1,311,1,26,986,Q,1,1,0,26,0,22.178877,0.0,22.178877,78.821123
312.1,312,1,26,1050,Q,1,1,0,26,0,34.64339699999999,0.0,34.64339699999999,66.356603
313.1,313,1,26,371,Q,1,1,0,26,0,24.352197000000004,0.0,24.352197000000004,76.647803
314.1,314,21,6,143,Q,7,21,0,6,0,26.743966999999998,0.0,26.743966999999998,74.256033
315.1,315,1,26,Gap,G,0,0,0,0,26,0.0,7428.732479999999,7428.732479999999,0
316.1,316,1,26,246,Q,21,21,0,6,20,33.93455100000028,5429.52816,5463.462711,67.065449
317.1,317,1,26,1063,Q,1,1,0,26,0,32.06701700000001,0.0,32.06701700000001,68.932983
318.1,318,1,26,992,Q,1,1,0,26,0,24.56931,0.0,24.56931,76.43069
319.1,319,1,26,Hire,H,0,6,5,21,5,142.431104,1424.31104,1566.742144,0
320.1,320,1,26,1022,T,1,3,2,24,2,71.47759599999995,571.820768,643.298364,63.343751
321.1,321,1,26,552,Q,1,1,0,26,0,24.760047999999998,0.0,24.760047999999998,76.239952
322.1,322,1,26,231,Q,1,1,0,26,0,33.178492000000006,0.0,33.178492000000006,67.821508
322.2,322,1,26,211,Q,1,1,0,26,0,33.678641999999996,0.0,33.678641999999996,67.321358
323.1,323,1,26,Gap,G,0,0,0,0,26,0.0,7352.068255999999,7352.068255999999,0
324.1,324,1,26,1031,Q,1,1,0,26,0,27.821399,0.0,27.821399,73.178601
325.1,325,1,26,1278,Q,1,1,0,26,0,25.619001999999995,0.0,25.619001999999995,75.380998
326.1,326,1,26,208,Q,1,1,0,26,0,33.812427,0.0,33.812427,67.187573
326.2,326,1,26,570,Q,1,1,0,26,0,33.947548999999995,0.0,33.947548999999995,67.052451
327.1,327,1,26,89,Q,1,1,0,26,0,34.390119,0.0,34.390119,66.609881
328.1,328,1,26,Gap,G,0,0,0,0,26,0.0,7375.629247999999,7375.629247999999,0
329.1,329,1,26,880,T,10,12,2,15,11,70.56530999999995,3104.8736400000007,3175.4389500000007,64.300704
330.1,330,1,26,763,Q,1,1,0,26,0,16.954004999999995,0.0,16.954004999999995,84.045995
331.1,331,1,26,1055,Q,1,1,0,26,0,28.080568999999997,0.0,28.080568999999997,72.919431
332.1,332,1,26,198,Q,15,15,0,12,14,32.877538000000186,4006.948512,4039.82605,68.122462
333.1,333,1,26,1093,Q,1,1,0,26,0,30.689277000000004,0.0,30.689277000000004,70.310723
334.1,334,12,15,405,Q,11,12,0,15,0,34.015688,0.0,34.015688,66.984312
335.1,335,1,26,42,Q,1,1,0,26,0,30.983126999999996,0.0,30.983126999999996,70.016873
336.1,336,1,26,502,Q,1,1,0,26,0,27.368131000000005,0.0,27.368131000000005,73.631869
337.1,337,1,26,367,Q,1,1,0,26,0,30.459265000000002,0.0,30.459265000000002,70.540735
338.1,338,1,26,968,Q,1,1,0,26,0,29.288809,0.0,29.288809,71.711191
339.1,339,1,26,1123,Q,1,1,0,26,0,15.565850999999995,0.0,15.565850999999995,85.434149
340.1,340,1,26,960,Q,1,1,0,26,0,28.157898000000003,0.0,28.157898000000003,72.842102
341.1,341,1,26,18,Q,1,1,0,26,0,15.910922999999997,0.0,15.910922999999997,85.089077
342.1,342,1,26,1003,Q,1,1,0,26,0,25.335046000000006,0.0,25.335046000000006,75.664954
343.1,343,1,26,1212,Q,1,1,0,26,0,24.885594999999995,0.0,24.885594999999995,76.114405
344.1,344,1,26,462,Q,1,1,0,26,0,26.508802000000003,0.0,26.508802000000003,74.491198
345.1,345,1,26,950,Q,1,1,0,26,0,32.789894000000004,0.0,32.789894000000004,68.210106
346.1,346,1,26,Gap,G,0,0,0,0,26,0.0,7375.629247999999,7375.629247999999,0
348.1,348,1,26,450,Q,1,1,0,26,0,19.548810000000003,0.0,19.548810000000003,81.45119
349.1,349,9,18,565,Q,2,9,0,18,0,33.352666,0.0,33.352666,67.647334
350.1,350,1,26,311,Q,1,1,0,26,0,28.89506,0.0,28.89506,72.10494
351.1,351,1,26,999,Q,1,1,0,26,0,27.049999,0.0,27.049999,73.950001
352.1,352,1,26,Hire,H,0,5,4,22,4,142.88052399999992,1143.0441919999998,1285.9247159999998,0
353.1,353,1,26,261,Q,1,1,0,26,0,30.777738999999997,0.0,30.777738999999997,70.222261
354.1,354,1,26,235,Q,1,1,0,26,0,29.034898999999996,0.0,29.034898999999996,71.965101
355.1,355,1,26,1188,T,1,3,2,24,2,71.401026,571.208208,642.609234,63.349992
356.1,356,1,26,358,T,1,3,2,24,2,71.54675999999995,572.37408,643.92084,63.565761
357.1,357,3,24,330,Q,1,3,0,24,0,25.663443,0.0,25.663443,75.336557
358.1,358,1,26,137,Q,1,1,0,26,0,35.357473,0.0,35.357473,65.642527
359.1,359,14,13,493,Q,1,14,0,13,0,29.512514999999993,0.0,29.512514999999993,71.487485
359.2,359,14,13,1036,Q,11,14,0,13,0,30.491270999999998,0.0,30.491270999999998,70.508729
359.3,359,14,13,1164,Q,1,14,0,13,0,31.009,0.0,31.009,69.991
360.1,360,1,26,1045,Q,1,1,0,26,0,31.477213000000006,0.0,31.477213000000006,69.522787
361.1,361,1,26,882,Q,1,1,0,26,0,27.932024999999996,0.0,27.932024999999996,73.067975
362.1,362,1,26,1086,Q,1,1,0,26,0,27.289317999999994,0.0,27.289317999999994,73.710682
363.1,363,15,12,678,Q,1,15,0,12,0,21.893176999999994,0.0,21.893176999999994,79.106823
364.1,364,18,9,886,Q,6,18,0,9,0,24.600392,0.0,24.600392,76.399608
365.1,365,2,25,Gap,G,0,0,0,0,25,0.0,7118.231,7118.231,0
365.2,365,2,25,Gap,G,0,0,0,0,25,0.0,7118.231,7118.231,0
365.3,365,2,25,Gap,G,0,0,0,0,25,0.0,7118.231,7118.231,0
366.1,366,1,26,1058,Q,1,1,0,26,0,24.690956999999997,0.0,24.690956999999997,76.309043
367.1,367,9,18,189,Q,7,9,0,18,0,33.311291,0.0,33.311291,67.688709
367.2,367,9,18,582,Q,1,9,0,18,0,33.411591,0.0,33.411591,67.588409
368.1,368,1,26,1154,Q,1,1,0,26,0,27.355547,0.0,27.355547,73.644453
369.1,369,1,26,674,Q,1,1,0,26,0,14.558406000000005,0.0,14.558406000000005,86.441594
370.1,370,1,26,650,Q,1,1,0,26,0,18.768906,0.0,18.768906,82.231094
371.1,371,1,26,687,Q,1,1,0,26,0,19.754976,0.0,19.754976,81.245024
372.1,372,1,26,1021,Q,1,1,0,26,0,28.624018000000007,0.0,28.624018000000007,72.375982
373.1,373,1,26,216,Q,1,1,0,26,0,27.846984000000006,0.0,27.846984000000006,73.153016
374.1,374,1,26,961,Q,1,1,0,26,0,29.381372999999996,0.0,29.381372999999996,71.618627
375.1,375,1,26,70,T,1,2,1,25,1,71.30135000000001,285.20540000000005,356.50675000000007,62.752813
376.1,376,1,26,124,Q,1,1,0,26,0,33.756794,0.0,33.756794,67.243206
377.1,377,1,26,1166,Q,1,1,0,26,0,25.870103,0.0,25.870103,75.129897
378.1,378,1,26,1009,Q,1,1,0,26,0,19.913107999999994,0.0,19.913107999999994,81.086892
379.1,379,4,23,1133,Q,1,4,0,23,0,28.670201000000006,0.0,28.670201000000006,72.329799
380.1,380,1,26,962,Q,1,1,0,26,0,28.631698,0.0,28.631698,72.368302
380.2,380,1,26,209,Q,24,24,0,3,23,27.765558000000055,6550.267335999999,6578.032893999999,73.234442
380.3,380,1,26,Gap,G,0,0,0,0,26,0.0,7404.650032,7404.650032,0
381.1,381,1,26,595,Q,1,1,0,26,0,29.633899,0.0,29.633899,71.366101
383.1,383,1,26,315,Q,1,1,0,26,0,32.04361,0.0,32.04361,68.95639
384.1,384,3,24,113,T,2,3,1,24,0,71.300996,0.0,71.300996,62.862732
385.1,385,1,26,540,Q,1,1,0,26,0,29.71226,0.0,29.71226,71.28774
386.1,386,1,26,79,Q,1,1,0,26,0,21.617430999999996,0.0,21.617430999999996,79.382569
387.1,387,1,26,313,Q,1,1,0,26,0,19.155533000000005,0.0,19.155533000000005,81.844467
388.1,388,1,26,832,Q,1,1,0,26,0,20.288280999999998,0.0,20.288280999999998,80.711719
389.1,389,1,26,633,Q,18,18,0,9,17,33.45983400000023,4827.736024,4861.195858,67.540166
390.1,390,1,26,788,T,23,26,3,1,25,71.4878660000004,7148.786599999999,7220.274466,63.697981
391.1,391,17,10,945,Q,1,17,0,10,0,29.811591000000007,0.0,29.811591000000007,71.188409
391.2,391,17,10,557,Q,1,17,0,10,0,30.104474999999994,0.0,30.104474999999994,70.895525
391.3,391,17,10,1293,Q,1,17,0,10,0,31.296988,0.0,31.296988,69.703012
392.1,392,1,26,1006,Q,1,1,0,26,0,19.885889000000006,0.0,19.885889000000006,81.114111
393.1,393,16,11,690,Q,1,16,0,11,0,21.573842999999997,0.0,21.573842999999997,79.426157
394.1,394,1,26,361,T,1,6,5,21,5,71.355186,1427.10372,1498.458906,63.243576
395.1,395,1,26,Hire,H,0,5,4,22,4,142.56922800000007,1140.553824,1283.1230520000001,0
396.1,396,1,26,468,Q,1,1,0,26,0,34.223302000000004,0.0,34.223302000000004,66.776698
397.1,397,1,26,Gap,G,0,0,0,0,26,0.0,7438.222064,7438.222064,0
398.1,398,4,23,612,Q,1,4,0,23,0,24.081536,0.0,24.081536,76.918464
399.1,399,1,26,470,Q,1,1,0,26,0,31.378310999999997,0.0,31.378310999999997,69.621689
400.1,400,1,26,664,Q,1,1,0,26,0,14.734517999999994,0.0,14.734517999999994,86.265482
401.1,401,18,9,841,Q,11,18,0,9,0,34.765958,0.0,34.765958,66.234042
402.1,402,1,26,1245,Q,1,1,0,26,0,26.752941000000007,0.0,26.752941000000007,74.247059
403.1,403,16,11,579,Q,10,16,0,11,0,26.265867,0.0,26.265867,74.734133
404.1,404,1,26,15,Q,1,1,0,26,0,24.340815000000006,0.0,24.340815000000006,76.659185
405.1,405,1,26,1005,Q,1,1,0,26,0,34.718126999999996,0.0,34.718126999999996,66.281873
406.1,406,1,26,188,Q,1,1,0,26,0,27.250759000000002,0.0,27.250759000000002,73.749241
407.1,407,1,26,319,Q,1,1,0,26,0,21.622045,0.0,21.622045,79.377955
407.2,407,1,26,1205,Q,1,1,0,26,0,25.941619000000003,0.0,25.941619000000003,75.058381
408.1,408,1,26,1098,Q,1,1,0,26,0,29.953058,0.0,29.953058,71.046942
409.1,409,1,26,748,Q,1,1,0,26,0,32.761371,0.0,32.761371,68.238629
410.1,410,22,5,227,Q,1,22,0,5,0,23.935322,0.0,23.935322,77.064678
411.1,411,1,26,1108,Q,24,24,0,3,23,35.65612200000032,6576.838592000001,6612.494714000001,65.343878
412.1,412,1,26,793,T,1,2,1,25,1,71.51897600000001,286.07590400000004,357.59488000000005,62.897745
413.1,413,1,26,271,Q,1,1,0,26,0,17.030030999999994,0.0,17.030030999999994,83.969969
414.1,414,1,26,Hire,H,0,6,5,21,5,142.39268800000013,1423.9268800000002,1566.3195680000003,0
415.1,415,1,26,580,Q,1,1,0,26,0,19.788251000000002,0.0,19.788251000000002,81.211749
416.1,416,1,26,993,Q,22,22,0,5,21,35.400564999999915,5947.29492,5982.695485,65.599435
417.1,417,1,26,896,Q,1,1,0,26,0,32.146669,0.0,32.146669,68.853331
418.1,418,1,26,3,Q,1,1,0,26,0,23.017177000000004,0.0,23.017177000000004,77.982823
419.1,419,14,13,725,Q,13,14,0,13,0,34.906881999999996,0.0,34.906881999999996,66.093118
420.1,420,15,12,241,Q,1,15,0,12,0,32.677965,0.0,32.677965,68.322035
421.1,421,1,26,378,T,1,7,6,20,6,71.50794199999996,1716.1906080000003,1787.6985500000003,63.896769
423.1,423,1,26,596,Q,1,1,0,26,0,16.0509,0.0,16.0509,84.9491
424.1,424,1,26,888,Q,1,1,0,26,0,26.110848000000004,0.0,26.110848000000004,74.889152
425.1,425,1,26,933,Q,18,18,0,9,17,31.14958999999999,4863.528096,4894.677686,69.85041
426.1,426,1,26,626,T,1,4,3,23,3,71.54727600000001,858.5673120000001,930.1145880000001,64.459572
427.1,427,1,26,Gap,G,0,0,0,0,26,0.0,7427.811872,7427.811872,0
427.2,427,1,26,Gap,G,0,0,0,0,26,0.0,7427.811872,7427.811872,0
428.1,428,1,26,Hire,H,0,6,5,21,5,138.67717199999993,1386.7717199999997,1525.4488919999997,0
429.1,429,1,26,1015,Q,1,1,0,26,0,28.976384999999993,0.0,28.976384999999993,72.023615
430.1,430,17,10,215,Q,1,17,0,10,0,23.28094,0.0,23.28094,77.71906
431.1,431,1,26,444,Q,1,1,0,26,0,30.518786000000006,0.0,30.518786000000006,70.481214
432.1,432,1,26,1235,Q,1,1,0,26,0,9.475181000000006,0.0,9.475181000000006,91.524819
433.1,433,1,26,186,Q,1,1,0,26,0,18.125380000000007,0.0,18.125380000000007,82.87462
433.2,433,1,26,24,Q,1,1,0,26,0,19.321337999999997,0.0,19.321337999999997,81.678662
434.1,434,6,21,256,Q,5,6,0,21,0,33.30614799999999,0.0,33.30614799999999,67.693852
435.1,435,18,9,1092,Q,3,18,0,9,0,27.284315000000007,0.0,27.284315000000007,73.715685
436.1,436,1,26,1198,Q,1,1,0,26,0,26.390179000000003,0.0,26.390179000000003,74.609821
436.2,436,1,26,843,Q,1,1,0,26,0,28.074061,0.0,28.074061,72.925939
437.1,437,1,26,155,Q,22,22,0,5,21,31.399523000000045,5981.853696000001,6013.253219000001,69.600477
438.1,438,1,26,Gap,G,0,0,0,0,26,0.0,7437.466400000001,7437.466400000001,0
439.1,439,1,26,1145,Q,1,1,0,26,0,31.248946000000004,0.0,31.248946000000004,69.751054
440.1,440,24,3,1256,Q,1,24,0,3,0,17.072329999999994,0.0,17.072329999999994,83.92767
441.1,441,1,26,274,Q,1,1,0,26,0,22.530485,0.0,22.530485,78.469515
442.1,442,1,26,Gap,G,0,0,0,0,26,0.0,7436.090479999999,7436.090479999999,0
443.1,443,1,26,Gap,G,0,0,0,0,26,0.0,7366.005712,7366.005712,0
444.1,444,1,26,754,Q,1,1,0,26,0,35.15963000000001,0.0,35.15963000000001,65.84037
446.1,446,13,14,443,Q,1,13,0,14,0,27.436685999999995,0.0,27.436685999999995,73.563314
447.1,447,1,26,551,Q,1,1,0,26,0,24.547083999999998,0.0,24.547083999999998,76.452916
448.1,448,1,26,145,Q,1,1,0,26,0,18.160139,0.0,18.160139,82.839861
449.1,449,1,26,512,Q,1,1,0,26,0,30.996836000000002,0.0,30.996836000000002,70.003164
450.1,450,2,25,853,Q,1,2,0,25,0,16.492908,0.0,16.492908,84.507092
451.1,451,1,26,160,Q,1,1,0,26,0,18.032050999999996,0.0,18.032050999999996,82.967949
452.1,452,1,26,1283,Q,1,1,0,26,0,28.378826000000004,0.0,28.378826000000004,72.621174
453.1,453,1,26,Gap,G,0,0,0,0,26,0.0,6655.788256,6655.788256,0
454.1,454,1,26,Gap,G,0,0,0,0,26,0.0,7428.732479999999,7428.732479999999,0
455.1,455,1,26,670,Q,1,1,0,26,0,16.453028000000003,0.0,16.453028000000003,84.546972
456.1,456,1,26,Gap,G,0,0,0,0,26,0.0,7437.80752,7437.80752,0
457.1,457,1,26,508,Q,1,1,0,26,0,17.284988,0.0,17.284988,83.715012
458.1,458,9,18,219,Q,7,9,0,18,0,34.073975000000004,0.0,34.073975000000004,66.926025
459.1,459,1,26,Hire,H,0,5,4,22,4,143.10192000000006,1144.81536,1287.9172800000001,0
460.1,460,8,19,1207,Q,7,8,0,19,0,25.440180999999995,0.0,25.440180999999995,75.559819
461.1,461,1,26,413,T,14,20,6,7,19,71.36716799999977,5423.904767999999,5495.271935999999,62.724129
462.1,462,1,26,918,Q,1,1,0,26,0,28.147841,0.0,28.147841,72.852159
462.2,462,1,26,199,Q,1,1,0,26,0,30.994118999999998,0.0,30.994118999999998,70.005881
463.1,463,11,16,834,Q,1,11,0,16,0,19.262688999999995,0.0,19.262688999999995,81.737311
464.1,464,19,8,710,Q,15,19,0,8,0,26.094446000000005,0.0,26.094446000000005,74.905554
465.1,465,1,26,949,Q,1,1,0,26,0,24.755511,0.0,24.755511,76.244489
465.2,465,1,26,243,Q,1,1,0,26,0,26.631021000000004,0.0,26.631021000000004,74.368979
465.3,465,1,26,806,Q,1,1,0,26,0,26.810777,0.0,26.810777,74.189223
466.1,466,1,26,1208,Q,1,1,0,26,0,23.216811000000007,0.0,23.216811000000007,77.783189
467.1,467,1,26,504,Q,26,26,0,1,25,33.83179399999972,7139.684800000001,7173.516594000001,67.168206
468.1,468,1,26,849,Q,1,1,0,26,0,22.203112000000004,0.0,22.203112000000004,78.796888
468.2,468,1,26,1167,Q,1,1,0,26,0,22.767581000000007,0.0,22.767581000000007,78.232419
468.3,468,1,26,212,Q,1,1,0,26,0,23.85826,0.0,23.85826,77.14174
469.1,469,1,26,875,Q,1,1,0,26,0,20.739716,0.0,20.739716,80.260284
470.1,470,1,26,Hire,H,0,5,4,22,4,143.02418799999987,1144.1935039999998,1287.2176919999997,0
471.1,471,24,3,263,Q,23,24,0,3,0,25.406064,0.0,25.406064,75.593936
472.1,472,22,5,1168,Q,1,22,0,5,0,22.610969999999995,0.0,22.610969999999995,78.38903
473.1,473,1,26,247,Q,1,1,0,26,0,25.867333000000002,0.0,25.867333000000002,75.132667
474.1,474,1,26,1116,Q,12,12,0,15,11,33.011953000000176,3135.6020960000005,3168.6140490000007,67.988047
476.1,476,1,26,Hire,H,0,5,4,22,4,142.77441199999998,1142.1952959999999,1284.9697079999999,0
477.1,477,1,26,1211,Q,1,1,0,26,0,19.650761000000003,0.0,19.650761000000003,81.349239
477.2,477,1,26,775,Q,1,1,0,26,0,21.282464000000004,0.0,21.282464000000004,79.717536
478.1,478,1,26,Hire,H,0,6,5,21,5,142.4030479999999,1424.0304800000001,1566.433528,0
479.1,479,1,26,634,Q,1,1,0,26,0,27.124409,0.0,27.124409,73.875591
480.1,480,1,26,293,Q,1,1,0,26,0,28.874060999999998,0.0,28.874060999999998,72.125939
481.1,481,1,26,Gap,G,0,0,0,0,26,0.0,7306.095263999999,7306.095263999999,0
482.1,482,1,26,441,Q,1,1,0,26,0,33.885819,0.0,33.885819,67.114181
483.1,483,1,26,1002,Q,1,1,0,26,0,25.591262999999998,0.0,25.591262999999998,75.408737
484.1,484,1,26,578,Q,1,1,0,26,0,20.142127000000002,0.0,20.142127000000002,80.857873
485.1,485,1,26,575,Q,1,1,0,26,0,29.294345000000007,0.0,29.294345000000007,71.705655
486.1,486,1,26,560,Q,1,1,0,26,0,27.993711000000005,0.0,27.993711000000005,73.006289
487.1,487,1,26,1246,Q,1,1,0,26,0,35.251751,0.0,35.251751,65.748249
488.1,488,1,26,Gap,G,0,0,0,0,26,0.0,7434.662560000001,7434.662560000001,0
489.1,489,1,26,1182,Q,1,1,0,26,0,26.545978000000005,0.0,26.545978000000005,74.454022
490.1,490,21,6,103,Q,18,21,0,6,0,33.197958,0.0,33.197958,67.802042
491.1,491,8,19,181,Q,8,8,0,19,0,34.97151100000001,0.0,34.97151100000001,66.028489
